CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
16	ENSG00000140968	IRF8	p30190	Monocyte percentage	1.86E-45	44.7298	6.50E-41	1	NC
16	ENSG00000131143	COX4I1	p30190	Monocyte percentage	1.40E-42	41.8534	4.45E-38	1	NC
16	ENSG00000131148	EMC8	p30190	Monocyte percentage	1.40E-42	41.8534	4.45E-38	1	NC
17	ENSG00000132514	CLEC10A	p30640	Apolipoprotein B	4.88E-42	41.312	1.48E-37	1	NC
17	ENSG00000161940	BCL6B	p30640	Apolipoprotein B	1.17E-40	39.9315	3.41E-36	1	NC
11	ENSG00000149591	TAGLN	p30630	Apolipoprotein A	1.92E-40	39.7157	5.37E-36	1	NC
11	ENSG00000168092	PAFAH1B2	p30630	Apolipoprotein A	8.41E-38	37.0752	2.26E-33	1	NC
11	ENSG00000149577	SIDT2	p30630	Apolipoprotein A	9.17E-38	37.0378	2.37E-33	1	NC
11	ENSG00000160584	SIK3	p30630	Apolipoprotein A	3.69E-34	33.4325	9.21E-30	1	NC
11	ENSG00000186318	BACE1	p30760	HDL Cholesterol	3.49E-31	30.4574	8.40E-27	1	NC
11	ENSG00000110274	CEP164	p30760	HDL Cholesterol	4.30E-31	30.3668	1.00E-26	1	NC
11	ENSG00000167257	RNF214	p30760	HDL Cholesterol	4.68E-31	30.3293	1.06E-26	1	NC
20	ENSG00000053438	NNAT	p30770	IGF-1	5.35E-31	30.2718	1.17E-26	1	NC
11	ENSG00000160613	PCSK7	p30760	HDL Cholesterol	8.30E-31	30.081	1.76E-26	1	NC
20	ENSG00000166619	BLCAP	p30770	IGF-1	3.27E-30	29.4854	6.72E-26	1	NC
17	ENSG00000132507	EIF5A	p30640	Apolipoprotein B	2.68E-29	28.5724	5.34E-25	1	NC
17	ENSG00000174326	SLC16A11	p30640	Apolipoprotein B	3.10E-29	28.5088	6.01E-25	1	NC
17	ENSG00000141505	ASGR1	p30640	Apolipoprotein B	1.21E-28	27.9161	2.29E-24	1	NC
17	ENSG00000006047	YBX2	p30640	Apolipoprotein B	1.57E-27	26.8048	2.88E-23	1	NC
17	ENSG00000181856	SLC2A4	p30640	Apolipoprotein B	2.11E-27	26.6766	3.77E-23	1	NC
17	ENSG00000141510	TP53	p30640	Apolipoprotein B	9.87E-25	24.0059	1.72E-20	1	NC
22	ENSG00000099954	CECR2	p30130	Monocyte count	1.02E-24	23.9935	1.73E-20	1	NC
17	ENSG00000129255	MPDU1	p30640	Apolipoprotein B	1.11E-24	23.9536	1.85E-20	1	NC
17	ENSG00000129194	SOX15	p30640	Apolipoprotein B	1.22E-24	23.9151	1.97E-20	1	NC
17	ENSG00000174327	SLC16A13	p30640	Apolipoprotein B	6.60E-24	23.1804	1.05E-19	1	NC
22	ENSG00000131100	ATP6V1E1	p30130	Monocyte count	1.24E-23	22.9054	1.93E-19	1	NC
22	ENSG00000099968	BCL2L13	p30130	Monocyte count	1.90E-23	22.7218	2.88E-19	1	NC
22	ENSG00000015475	BID	p30130	Monocyte count	5.50E-21	20.2597	8.03E-17	1	NC
17	ENSG00000132383	RPA1	p30600	Albumin	5.64E-21	20.2489	8.03E-17	1	NC
17	ENSG00000186532	SMYD4	p30600	Albumin	5.64E-21	20.2489	8.03E-17	1	NC
6	ENSG00000124490	CRISP2	p30270	Mean sphered cell volume	1.46E-20	19.8354	2.04E-16	1	NC
20	ENSG00000101439	CST3	p30720	Cystatin C	2.15E-20	19.6679	2.94E-16	1	NC
17	ENSG00000132514	CLEC10A	p30600	Albumin	2.60E-20	19.5855	3.49E-16	1	NC
17	ENSG00000161940	BCL6B	p30600	Albumin	8.33E-20	19.0796	1.10E-15	1	NC
17	ENSG00000213859	KCTD11	p30640	Apolipoprotein B	1.09E-19	18.9617	1.41E-15	1	NC
17	ENSG00000132522	GPS2	p30640	Apolipoprotein B	1.33E-19	18.8777	1.68E-15	1	NC
17	ENSG00000072818	ACAP1	p30640	Apolipoprotein B	2.02E-19	18.6951	2.52E-15	1	NC
17	ENSG00000132522	GPS2	p30860	Total protein	1.18E-18	17.9287	1.44E-14	1	NC
17	ENSG00000213859	KCTD11	p30860	Total protein	1.56E-18	17.8072	1.88E-14	1	NC
7	ENSG00000078487	ZCWPW1	p30020	Haemoglobin concentration	1.74E-18	17.7601	2.06E-14	1	NC
17	ENSG00000141499	WRAP53	p30640	Apolipoprotein B	1.87E-18	17.728	2.16E-14	1	NC
17	ENSG00000132514	CLEC10A	p30690	Cholesterol	1.89E-18	17.7241	2.16E-14	1	NC
17	ENSG00000072818	ACAP1	p30860	Total protein	2.21E-18	17.6563	2.48E-14	1	NC
17	ENSG00000239697	TNFSF12	p30860	Total protein	4.32E-18	17.365	4.78E-14	1	NC
7	ENSG00000085514	PILRA	p30020	Haemoglobin concentration	5.25E-18	17.2798	5.73E-14	1	NC
9	ENSG00000106701	FSD1L	p30630	Apolipoprotein A	6.57E-18	17.1822	7.06E-14	1	NC
7	ENSG00000121716	PILRB	p30020	Haemoglobin concentration	9.75E-18	17.011	1.03E-13	1	NC
12	ENSG00000089248	ERP29	p30090	Platelet crit	1.05E-17	16.9792	1.09E-13	1	NC
12	ENSG00000111252	SH2B3	p30090	Platelet crit	1.56E-17	16.8059	1.61E-13	1	NC
17	ENSG00000181284	TMEM102	p30860	Total protein	1.66E-17	16.7804	1.68E-13	1	NC
17	ENSG00000161958	FGF11	p30860	Total protein	2.17E-17	16.6639	2.16E-13	1	NC
17	ENSG00000161940	BCL6B	p30690	Cholesterol	2.19E-17	16.6587	2.16E-13	1	NC
12	ENSG00000179295	PTPN11	p30090	Platelet crit	2.59E-17	16.5866	2.51E-13	1	NC
2	ENSG00000168918	INPP5D	p30660	Direct bilirubin	2.73E-17	16.5646	2.61E-13	1	NC
7	ENSG00000078487	ZCWPW1	p30030	Haematocrit percentage	2.84E-17	16.5462	2.68E-13	1	NC
17	ENSG00000141499	WRAP53	p30860	Total protein	4.92E-17	16.3078	4.58E-13	1	NC
7	ENSG00000078487	ZCWPW1	p30010	Red blood cell count	5.05E-17	16.2965	4.64E-13	1	NC
2	ENSG00000204120	GIGYF2	p30660	Direct bilirubin	5.49E-17	16.2601	4.98E-13	1	NC
7	ENSG00000085514	PILRA	p30030	Haematocrit percentage	5.95E-17	16.2256	5.33E-13	1	NC
2	ENSG00000115474	KCNJ13	p30660	Direct bilirubin	6.22E-17	16.2064	5.50E-13	1	NC
9	ENSG00000165028	NIPSNAP3B	p30630	Apolipoprotein A	6.75E-17	16.1707	5.80E-13	1	NC
7	ENSG00000146834	MEPCE	p30010	Red blood cell count	6.80E-17	16.1673	5.80E-13	1	NC
2	ENSG00000188282	RUFY4	p30140	Neutrophill count	6.81E-17	16.1667	5.80E-13	1	NC
17	ENSG00000170175	CHRNB1	p30860	Total protein	6.89E-17	16.1616	5.80E-13	1	NC
2	ENSG00000077044	DGKD	p30660	Direct bilirubin	7.60E-17	16.1192	6.32E-13	1	NC
17	ENSG00000170291	ELP5	p30860	Total protein	8.07E-17	16.0931	6.63E-13	1	NC
17	ENSG00000167716	WDR81	p30600	Albumin	9.94E-17	16.0027	8.07E-13	1	NC
17	ENSG00000108387	SEPTIN4	p30190	Monocyte percentage	1.56E-16	15.8064	1.25E-12	1	NC
7	ENSG00000121716	PILRB	p30030	Haematocrit percentage	2.05E-16	15.6879	1.63E-12	1	NC
6	ENSG00000124490	CRISP2	p30240	Reticulocyte percentage	2.13E-16	15.6713	1.67E-12	1	NC
17	ENSG00000175826	CTDNEP1	p30860	Total protein	2.49E-16	15.6033	1.92E-12	1	NC
17	ENSG00000182896	TMEM95	p30860	Total protein	2.50E-16	15.6014	1.92E-12	1	NC
17	ENSG00000215041	NEURL4	p30860	Total protein	3.00E-16	15.5234	2.27E-12	1	NC
7	ENSG00000121716	PILRB	p30010	Red blood cell count	5.56E-16	15.2553	4.17E-12	1	NC
7	ENSG00000085514	PILRA	p30010	Red blood cell count	8.73E-16	15.0588	6.49E-12	1	NC
12	ENSG00000089248	ERP29	p30080	Platelet count	1.22E-15	14.9131	8.98E-12	1	NC
17	ENSG00000213859	KCTD11	p30600	Albumin	1.76E-15	14.7549	1.28E-11	1	NC
12	ENSG00000111252	SH2B3	p30080	Platelet count	2.07E-15	14.6838	1.49E-11	1	NC
17	ENSG00000006047	YBX2	p30600	Albumin	3.18E-15	14.498	2.26E-11	1	NC
12	ENSG00000179295	PTPN11	p30080	Platelet count	3.40E-15	14.4685	2.40E-11	1	NC
17	ENSG00000181856	SLC2A4	p30600	Albumin	3.78E-15	14.4222	2.64E-11	1	NC
17	ENSG00000072818	ACAP1	p30600	Albumin	4.03E-15	14.3947	2.79E-11	1	NC
17	ENSG00000161955	TNFSF13	p30860	Total protein	4.52E-15	14.3452	3.09E-11	1	NC
9	ENSG00000106701	FSD1L	p30760	HDL Cholesterol	4.68E-15	14.33	3.17E-11	1	NC
17	ENSG00000167419	LPO	p30190	Monocyte percentage	6.01E-15	14.2208	4.04E-11	1	NC
20	ENSG00000101474	APMAP	p30720	Cystatin C	6.50E-15	14.1868	4.31E-11	1	NC
11	ENSG00000160613	PCSK7	p30630	Apolipoprotein A	6.55E-15	14.184	4.31E-11	1	NC
7	ENSG00000106290	TAF6	p30010	Red blood cell count	7.89E-15	14.1031	5.15E-11	1	NC
6	ENSG00000124490	CRISP2	p30250	Reticulocyte count	8.15E-15	14.0888	5.26E-11	1	NC
7	ENSG00000166997	CNPY4	p30010	Red blood cell count	8.21E-15	14.0859	5.26E-11	1	NC
17	ENSG00000005381	MPO	p30190	Monocyte percentage	8.31E-15	14.0805	5.27E-11	1	NC
17	ENSG00000141510	TP53	p30600	Albumin	8.95E-15	14.048	5.63E-11	1	NC
17	ENSG00000141505	ASGR1	p30600	Albumin	1.16E-14	13.9348	7.24E-11	1	NC
11	ENSG00000167257	RNF214	p30630	Apolipoprotein A	1.35E-14	13.8707	8.32E-11	1	NC
11	ENSG00000186318	BACE1	p30630	Apolipoprotein A	1.53E-14	13.8166	9.34E-11	1	NC
7	ENSG00000146834	MEPCE	p30030	Haematocrit percentage	1.59E-14	13.7991	9.64E-11	1	NC
17	ENSG00000174326	SLC16A11	p30600	Albumin	1.64E-14	13.7858	9.86E-11	1	NC
11	ENSG00000110274	CEP164	p30630	Apolipoprotein A	1.98E-14	13.7024	1.18E-10	1	NC
6	ENSG00000124490	CRISP2	p30750	Glycated haemoglobin (HbA1c)	2.48E-14	13.6053	1.47E-10	1	NC
7	ENSG00000106290	TAF6	p30030	Haematocrit percentage	2.55E-14	13.5937	1.48E-10	1	NC
7	ENSG00000166997	CNPY4	p30030	Haematocrit percentage	2.55E-14	13.5934	1.48E-10	1	NC
17	ENSG00000141499	WRAP53	p30600	Albumin	3.24E-14	13.4901	1.87E-10	1	NC
22	ENSG00000131100	ATP6V1E1	p30190	Monocyte percentage	4.24E-14	13.3723	2.43E-10	1	NC
7	ENSG00000146834	MEPCE	p30020	Haemoglobin concentration	4.65E-14	13.3326	2.64E-10	1	NC
22	ENSG00000099968	BCL2L13	p30190	Monocyte percentage	5.60E-14	13.2521	3.15E-10	1	NC
17	ENSG00000132386	SERPINF1	p30600	Albumin	5.98E-14	13.2231	3.34E-10	1	NC
17	ENSG00000132507	EIF5A	p30600	Albumin	6.54E-14	13.1841	3.63E-10	1	NC
7	ENSG00000176410	DNAJC30	p30870	Triglycerides	7.00E-14	13.1552	3.85E-10	1	NC
12	ENSG00000111252	SH2B3	p30720	Cystatin C	7.68E-14	13.1145	4.19E-10	1	NC
22	ENSG00000099954	CECR2	p30190	Monocyte percentage	8.36E-14	13.0779	4.52E-10	1	NC
2	ENSG00000085978	ATG16L1	p30660	Direct bilirubin	8.94E-14	13.0487	4.80E-10	1	NC
17	ENSG00000129255	MPDU1	p30600	Albumin	9.35E-14	13.0293	4.98E-10	1	NC
12	ENSG00000089248	ERP29	p30720	Cystatin C	9.53E-14	13.0207	5.04E-10	1	NC
12	ENSG00000179295	PTPN11	p30720	Cystatin C	9.73E-14	13.0119	5.11E-10	1	NC
12	ENSG00000089248	ERP29	p30190	Monocyte percentage	1.56E-13	12.8078	8.11E-10	1	NC
9	ENSG00000165028	NIPSNAP3B	p30760	HDL Cholesterol	1.61E-13	12.7944	8.30E-10	1	NC
12	ENSG00000111252	SH2B3	p30190	Monocyte percentage	1.89E-13	12.7229	9.72E-10	1	NC
12	ENSG00000179295	PTPN11	p30190	Monocyte percentage	2.06E-13	12.6858	1.05E-09	1	NC
6	ENSG00000096006	CRISP3	p30270	Mean sphered cell volume	2.39E-13	12.6216	1.21E-09	1	NC
6	ENSG00000112406	HECA	p30280	Immature reticulocyte fraction	2.41E-13	12.6182	1.21E-09	1	NC
9	ENSG00000070214	SLC44A1	p30630	Apolipoprotein A	2.69E-13	12.5704	1.34E-09	1	NC
17	ENSG00000132522	GPS2	p30600	Albumin	2.84E-13	12.547	1.41E-09	1	NC
17	ENSG00000129194	SOX15	p30600	Albumin	3.10E-13	12.5085	1.52E-09	1	NC
2	ENSG00000188282	RUFY4	p30000	White blood cell count	3.80E-13	12.4202	1.86E-09	1	NC
7	ENSG00000106290	TAF6	p30020	Haemoglobin concentration	3.91E-13	12.4077	1.90E-09	1	NC
7	ENSG00000166997	CNPY4	p30020	Haemoglobin concentration	3.96E-13	12.4018	1.91E-09	1	NC
1	ENSG00000179639	FCER1A	p30710	C-reactive protein	4.36E-13	12.3609	2.08E-09	1	NC
1	ENSG00000117543	DPH5	p30120	Lymphocyte count	4.60E-13	12.3369	2.19E-09	1	NC
6	ENSG00000124812	CRISP1	p30270	Mean sphered cell volume	4.83E-13	12.3162	2.28E-09	1	NC
17	ENSG00000174327	SLC16A13	p30600	Albumin	5.13E-13	12.29	2.40E-09	1	NC
7	ENSG00000188186	LAMTOR4	p30030	Haematocrit percentage	6.53E-13	12.1851	3.04E-09	1	NC
22	ENSG00000015475	BID	p30190	Monocyte percentage	9.98E-13	12.0008	4.62E-09	1	NC
7	ENSG00000188186	LAMTOR4	p30020	Haemoglobin concentration	2.54E-12	11.5947	1.17E-08	1	NC
1	ENSG00000162695	SLC30A7	p30120	Lymphocyte count	2.98E-12	11.5265	1.36E-08	1	NC
6	ENSG00000124490	CRISP2	p30260	Mean reticulocyte volume	4.45E-12	11.3512	2.02E-08	1	NC
2	ENSG00000079308	TNS1	p30140	Neutrophill count	4.69E-12	11.3284	2.11E-08	1	NC
1	ENSG00000162694	EXTL2	p30120	Lymphocyte count	5.56E-12	11.2553	2.49E-08	1	NC
17	ENSG00000174326	SLC16A11	p30690	Cholesterol	5.81E-12	11.2359	2.58E-08	1	NC
20	ENSG00000124209	RAB22A	p30250	Reticulocyte count	7.15E-12	11.1455	3.16E-08	1	NC
17	ENSG00000132507	EIF5A	p30690	Cholesterol	9.20E-12	11.0361	4.04E-08	1	NC
17	ENSG00000108387	SEPTIN4	p30130	Monocyte count	9.58E-12	11.0185	4.18E-08	1	NC
17	ENSG00000141505	ASGR1	p30690	Cholesterol	1.08E-11	10.9666	4.68E-08	1	NC
7	ENSG00000188186	LAMTOR4	p30010	Red blood cell count	1.20E-11	10.9214	5.17E-08	1	NC
6	ENSG00000112406	HECA	p30290	High light scatter reticulocyte percentage	1.52E-11	10.8168	6.53E-08	1	NC
1	ENSG00000243284	VSIG8	p30710	C-reactive protein	1.56E-11	10.8081	6.62E-08	1	NC
6	ENSG00000112576	CCND3	p30270	Mean sphered cell volume	1.58E-11	10.8008	6.69E-08	1	NC
20	ENSG00000124209	RAB22A	p30240	Reticulocyte percentage	2.32E-11	10.6341	9.77E-08	1	NC
6	ENSG00000164442	CITED2	p30280	Immature reticulocyte fraction	2.39E-11	10.6219	9.99E-08	1	NC
3	ENSG00000175792	RUVBL1	p30130	Monocyte count	2.54E-11	10.5957	1.05E-07	1	NC
17	ENSG00000006047	YBX2	p30690	Cholesterol	2.71E-11	10.5674	1.12E-07	1	NC
20	ENSG00000132819	RBM38	p30250	Reticulocyte count	2.74E-11	10.5625	1.12E-07	1	NC
20	ENSG00000124209	RAB22A	p30300	High light scatter reticulocyte count	2.84E-11	10.5468	1.16E-07	1	NC
6	ENSG00000124812	CRISP1	p30240	Reticulocyte percentage	3.27E-11	10.4851	1.33E-07	1	NC
17	ENSG00000181856	SLC2A4	p30690	Cholesterol	3.39E-11	10.4699	1.37E-07	1	NC
2	ENSG00000115468	EFHD1	p30660	Direct bilirubin	3.47E-11	10.4593	1.39E-07	1	NC
12	ENSG00000135100	HNF1A	p30710	C-reactive protein	3.50E-11	10.4562	1.40E-07	1	NC
1	ENSG00000085552	IGSF9	p30710	C-reactive protein	5.02E-11	10.299	1.99E-07	1	NC
1	ENSG00000158710	TAGLN2	p30710	C-reactive protein	7.08E-11	10.1498	2.79E-07	1	NC
6	ENSG00000112079	STK38	p30080	Platelet count	7.68E-11	10.1144	3.01E-07	1	NC
1	ENSG00000158716	DUSP23	p30710	C-reactive protein	7.92E-11	10.1015	3.09E-07	1	NC
19	ENSG00000267673	FDX2	p30640	Apolipoprotein B	7.99E-11	10.0976	3.10E-07	1	NC
6	ENSG00000096006	CRISP3	p30240	Reticulocyte percentage	8.22E-11	10.0851	3.17E-07	1	NC
19	ENSG00000127616	SMARCA4	p30640	Apolipoprotein B	9.01E-11	10.0452	3.46E-07	1	NC
7	ENSG00000106366	SERPINE1	p30020	Haemoglobin concentration	9.32E-11	10.0304	3.56E-07	1	NC
5	ENSG00000169194	IL13	p30210	Eosinophill percentage	9.77E-11	10.0102	3.71E-07	1	NC
7	ENSG00000106397	PLOD3	p30020	Haemoglobin concentration	9.99E-11	10.0006	3.77E-07	1	NC
20	ENSG00000132819	RBM38	p30240	Reticulocyte percentage	1.04E-10	9.98344	3.89E-07	1	NC
1	ENSG00000117543	DPH5	p30180	Lymphocyte percentage	1.04E-10	9.98278	3.89E-07	1	NC
6	ENSG00000124762	CDKN1A	p30080	Platelet count	1.06E-10	9.97576	3.93E-07	1	NC
20	ENSG00000124209	RAB22A	p30290	High light scatter reticulocyte percentage	1.08E-10	9.96673	3.99E-07	1	NC
7	ENSG00000087085	ACHE	p30020	Haemoglobin concentration	1.09E-10	9.96232	4.01E-07	1	NC
7	ENSG00000169871	TRIM56	p30020	Haemoglobin concentration	1.16E-10	9.9368	4.23E-07	1	NC
12	ENSG00000089248	ERP29	p30860	Total protein	1.16E-10	9.93466	4.23E-07	1	NC
6	ENSG00000164442	CITED2	p30290	High light scatter reticulocyte percentage	1.33E-10	9.87676	4.81E-07	1	NC
12	ENSG00000111252	SH2B3	p30650	Aspartate aminotransferase	1.44E-10	9.84131	5.19E-07	1	NC
7	ENSG00000205277	MUC12	p30020	Haemoglobin concentration	1.46E-10	9.8356	5.23E-07	1	NC
6	ENSG00000112640	PPP2R5D	p30270	Mean sphered cell volume	1.52E-10	9.81906	5.40E-07	1	NC
6	ENSG00000124812	CRISP1	p30250	Reticulocyte count	1.53E-10	9.81424	5.42E-07	1	NC
16	ENSG00000131143	COX4I1	p30000	White blood cell count	1.54E-10	9.81124	5.42E-07	1	NC
16	ENSG00000131148	EMC8	p30000	White blood cell count	1.54E-10	9.81124	5.42E-07	1	NC
9	ENSG00000070214	SLC44A1	p30760	HDL Cholesterol	1.60E-10	9.7959	5.59E-07	1	NC
12	ENSG00000179295	PTPN11	p30860	Total protein	1.93E-10	9.71347	6.72E-07	1	NC
2	ENSG00000244474	UGT1A4	p30660	Direct bilirubin	2.36E-10	9.62653	8.17E-07	1	NC
9	ENSG00000165029	ABCA1	p30630	Apolipoprotein A	2.38E-10	9.62375	8.18E-07	1	NC
12	ENSG00000111252	SH2B3	p30860	Total protein	2.69E-10	9.56964	9.22E-07	1	NC
12	ENSG00000089248	ERP29	p30650	Aspartate aminotransferase	2.82E-10	9.54934	9.61E-07	1	NC
6	ENSG00000112576	CCND3	p30260	Mean reticulocyte volume	2.93E-10	9.53349	9.92E-07	1	NC
17	ENSG00000167419	LPO	p30130	Monocyte count	2.96E-10	9.52829	9.99E-07	1	NC
16	ENSG00000140968	IRF8	p30000	White blood cell count	3.61E-10	9.44289	1.21E-06	1	NC
11	ENSG00000149591	TAGLN	p30070	Red blood cell distribution width	3.62E-10	9.4417	1.21E-06	1	NC
20	ENSG00000132819	RBM38	p30300	High light scatter reticulocyte count	3.65E-10	9.43716	1.22E-06	1	NC
20	ENSG00000132819	RBM38	p30260	Mean reticulocyte volume	3.97E-10	9.40115	1.31E-06	1	NC
6	ENSG00000112640	PPP2R5D	p30260	Mean reticulocyte volume	4.20E-10	9.37699	1.38E-06	1	NC
1	ENSG00000117298	ECE1	p30810	Phosphate	4.24E-10	9.3731	1.39E-06	1	NC
6	ENSG00000112406	HECA	p30300	High light scatter reticulocyte count	4.31E-10	9.36578	1.41E-06	1	NC
7	ENSG00000213420	GPC2	p30010	Red blood cell count	4.51E-10	9.34563	1.46E-06	1	NC
7	ENSG00000197093	GAL3ST4	p30010	Red blood cell count	4.53E-10	9.34421	1.46E-06	1	NC
17	ENSG00000129194	SOX15	p30690	Cholesterol	4.59E-10	9.33831	1.48E-06	1	NC
12	ENSG00000111252	SH2B3	p30130	Monocyte count	4.83E-10	9.31646	1.55E-06	1	NC
20	ENSG00000124209	RAB22A	p30260	Mean reticulocyte volume	4.95E-10	9.30536	1.58E-06	1	NC
5	ENSG00000169194	IL13	p30150	Eosinophill count	5.26E-10	9.27899	1.67E-06	1	NC
1	ENSG00000162694	EXTL2	p30180	Lymphocyte percentage	5.44E-10	9.26428	1.72E-06	1	NC
19	ENSG00000130159	ECSIT	p30640	Apolipoprotein B	6.30E-10	9.20063	1.98E-06	1	NC
7	ENSG00000214309	MBLAC1	p30010	Red blood cell count	6.56E-10	9.18309	2.05E-06	1	NC
12	ENSG00000089248	ERP29	p30130	Monocyte count	6.69E-10	9.17482	2.08E-06	1	NC
6	ENSG00000137413	TAF8	p30270	Mean sphered cell volume	7.05E-10	9.1517	2.19E-06	1	NC
3	ENSG00000180376	CCDC66	p30080	Platelet count	7.15E-10	9.14561	2.21E-06	1	NC
7	ENSG00000213420	GPC2	p30030	Haematocrit percentage	7.46E-10	9.12722	2.27E-06	1	NC
7	ENSG00000197093	GAL3ST4	p30030	Haematocrit percentage	7.47E-10	9.1265	2.27E-06	1	NC
7	ENSG00000166508	MCM7	p30010	Red blood cell count	7.50E-10	9.12501	2.27E-06	1	NC
7	ENSG00000221838	AP4M1	p30010	Red blood cell count	7.50E-10	9.12501	2.27E-06	1	NC
6	ENSG00000096006	CRISP3	p30250	Reticulocyte count	7.52E-10	9.12382	2.27E-06	1	NC
17	ENSG00000129255	MPDU1	p30690	Cholesterol	7.61E-10	9.11877	2.29E-06	1	NC
15	ENSG00000166035	LIPC	p30630	Apolipoprotein A	7.70E-10	9.11364	2.31E-06	1	NC
17	ENSG00000005381	MPO	p30130	Monocyte count	7.74E-10	9.11145	2.31E-06	1	NC
12	ENSG00000179295	PTPN11	p30650	Aspartate aminotransferase	7.84E-10	9.10561	2.33E-06	1	NC
1	ENSG00000162695	SLC30A7	p30180	Lymphocyte percentage	8.35E-10	9.07827	2.47E-06	1	NC
7	ENSG00000213413	PVRIG	p30010	Red blood cell count	8.70E-10	9.06044	2.56E-06	1	NC
7	ENSG00000197093	GAL3ST4	p30020	Haemoglobin concentration	8.85E-10	9.05308	2.59E-06	1	NC
7	ENSG00000213420	GPC2	p30020	Haemoglobin concentration	8.88E-10	9.05163	2.59E-06	1	NC
11	ENSG00000149591	TAGLN	p30640	Apolipoprotein B	9.23E-10	9.03496	2.68E-06	1	NC
11	ENSG00000149577	SIDT2	p30070	Red blood cell distribution width	9.36E-10	9.02877	2.71E-06	1	NC
7	ENSG00000213413	PVRIG	p30020	Haemoglobin concentration	9.68E-10	9.01409	2.79E-06	1	NC
7	ENSG00000066923	STAG3	p30010	Red blood cell count	1.00E-09	8.99786	2.89E-06	0	NC
7	ENSG00000106400	ZNHIT1	p30020	Haemoglobin concentration	1.04E-09	8.98236	2.98E-06	0	NC
7	ENSG00000168090	COPS6	p30010	Red blood cell count	1.05E-09	8.98036	2.98E-06	0	NC
12	ENSG00000179295	PTPN11	p30130	Monocyte count	1.15E-09	8.93776	3.28E-06	0	NC
7	ENSG00000213413	PVRIG	p30030	Haematocrit percentage	1.21E-09	8.91665	3.43E-06	0	NC
20	ENSG00000132819	RBM38	p30290	High light scatter reticulocyte percentage	1.23E-09	8.9114	3.45E-06	0	NC
17	ENSG00000174327	SLC16A13	p30690	Cholesterol	1.30E-09	8.88566	3.65E-06	0	NC
2	ENSG00000188282	RUFY4	p30200	Neutrophill percentage	1.32E-09	8.87969	3.68E-06	0	NC
7	ENSG00000066923	STAG3	p30020	Haemoglobin concentration	1.37E-09	8.86442	3.79E-06	0	NC
7	ENSG00000087087	SRRT	p30010	Red blood cell count	1.37E-09	8.86422	3.79E-06	0	NC
7	ENSG00000066923	STAG3	p30030	Haematocrit percentage	1.39E-09	8.85774	3.83E-06	0	NC
7	ENSG00000087077	TRIP6	p30010	Red blood cell count	1.40E-09	8.8538	3.84E-06	0	NC
6	ENSG00000112406	HECA	p30270	Mean sphered cell volume	1.40E-09	8.85355	3.84E-06	0	NC
6	ENSG00000124812	CRISP1	p30750	Glycated haemoglobin (HbA1c)	1.45E-09	8.83886	3.95E-06	0	NC
7	ENSG00000214309	MBLAC1	p30020	Haemoglobin concentration	1.75E-09	8.75766	4.73E-06	0	NC
6	ENSG00000096006	CRISP3	p30750	Glycated haemoglobin (HbA1c)	1.75E-09	8.7574	4.73E-06	0	NC
