CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
17	ENSG00000072818	ACAP1	p30640	Apolipoprotein B	1.03E-19	18.9877	1.22E-15	1	HIC
17	ENSG00000213859	KCTD11	p30640	Apolipoprotein B	1.03E-19	18.9857	1.22E-15	1	HIC
17	ENSG00000132522	GPS2	p30860	Total protein	8.29E-19	18.0813	9.59E-15	1	HIC
17	ENSG00000132514	CLEC10A	p30690	Cholesterol	1.37E-18	17.8628	1.54E-14	1	HIC
17	ENSG00000072818	ACAP1	p30860	Total protein	1.38E-18	17.86	1.54E-14	1	HIC
17	ENSG00000213859	KCTD11	p30860	Total protein	1.47E-18	17.8324	1.61E-14	1	HIC
17	ENSG00000141499	WRAP53	p30640	Apolipoprotein B	2.01E-18	17.6975	2.16E-14	1	HIC
17	ENSG00000161940	BCL6B	p30690	Cholesterol	2.95E-18	17.5305	3.11E-14	1	HIC
22	ENSG00000099968	BCL2L13	p30190	Monocyte percentage	5.93E-18	17.2268	6.05E-14	1	HIC
22	ENSG00000131100	ATP6V1E1	p30190	Monocyte percentage	5.93E-18	17.2268	6.05E-14	1	HIC
9	ENSG00000070214	SLC44A1	p30630	Apolipoprotein A	1.28E-17	16.8921	1.28E-13	1	HIC
17	ENSG00000161958	FGF11	p30860	Total protein	1.36E-17	16.8649	1.32E-13	1	HIC
17	ENSG00000181284	TMEM102	p30860	Total protein	1.36E-17	16.8649	1.32E-13	1	HIC
2	ENSG00000168918	INPP5D	p30660	Direct bilirubin	2.74E-17	16.5618	2.62E-13	1	HIC
17	ENSG00000141499	WRAP53	p30860	Total protein	5.03E-17	16.2987	4.72E-13	1	HIC
17	ENSG00000170291	ELP5	p30860	Total protein	6.19E-17	16.2086	5.66E-13	1	HIC
2	ENSG00000115474	KCNJ13	p30660	Direct bilirubin	6.22E-17	16.2064	5.66E-13	1	HIC
2	ENSG00000204120	GIGYF2	p30660	Direct bilirubin	6.65E-17	16.1771	5.97E-13	1	HIC
17	ENSG00000170175	CHRNB1	p30860	Total protein	8.81E-17	16.0548	7.80E-13	1	HIC
17	ENSG00000215041	NEURL4	p30860	Total protein	1.76E-16	15.7557	1.53E-12	1	HIC
17	ENSG00000175826	CTDNEP1	p30860	Total protein	1.85E-16	15.7338	1.59E-12	1	HIC
17	ENSG00000006047	YBX2	p30600	Albumin	2.08E-16	15.6826	1.73E-12	1	HIC
17	ENSG00000181856	SLC2A4	p30600	Albumin	2.08E-16	15.6826	1.73E-12	1	HIC
6	ENSG00000124490	CRISP2	p30240	Reticulocyte percentage	2.13E-16	15.6713	1.76E-12	1	HIC
17	ENSG00000182896	TMEM95	p30860	Total protein	2.76E-16	15.5594	2.24E-12	1	HIC
17	ENSG00000213859	KCTD11	p30600	Albumin	1.90E-15	14.7223	1.52E-11	1	HIC
17	ENSG00000072818	ACAP1	p30600	Albumin	1.94E-15	14.7113	1.54E-11	1	HIC
11	ENSG00000186318	BACE1	p30630	Apolipoprotein A	2.97E-15	14.5273	2.31E-11	1	HIC
11	ENSG00000110274	CEP164	p30630	Apolipoprotein A	3.00E-15	14.5225	2.31E-11	1	HIC
11	ENSG00000160613	PCSK7	p30630	Apolipoprotein A	3.10E-15	14.5081	2.33E-11	1	HIC
11	ENSG00000167257	RNF214	p30630	Apolipoprotein A	3.10E-15	14.5081	2.33E-11	1	HIC
17	ENSG00000174326	SLC16A11	p30600	Albumin	3.41E-15	14.467	2.53E-11	1	HIC
6	ENSG00000124490	CRISP2	p30250	Reticulocyte count	8.15E-15	14.0888	5.98E-11	1	HIC
22	ENSG00000099954	CECR2	p30190	Monocyte percentage	8.30E-15	14.0808	6.02E-11	1	HIC
17	ENSG00000141510	TP53	p30600	Albumin	8.70E-15	14.0607	6.23E-11	1	HIC
9	ENSG00000070214	SLC44A1	p30760	HDL Cholesterol	1.14E-14	13.9431	8.07E-11	1	HIC
17	ENSG00000141505	ASGR1	p30600	Albumin	1.16E-14	13.9348	8.13E-11	1	HIC
7	ENSG00000106290	TAF6	p30010	Red blood cell count	1.20E-14	13.9224	8.17E-11	1	HIC
7	ENSG00000166997	CNPY4	p30010	Red blood cell count	1.20E-14	13.9224	8.17E-11	1	HIC
6	ENSG00000096006	CRISP3	p30270	Mean sphered cell volume	1.31E-14	13.883	8.85E-11	1	HIC
17	ENSG00000132507	EIF5A	p30600	Albumin	1.40E-14	13.8539	9.35E-11	1	HIC
22	ENSG00000015475	BID	p30190	Monocyte percentage	1.84E-14	13.7342	1.22E-10	1	HIC
7	ENSG00000106290	TAF6	p30030	Haematocrit percentage	2.24E-14	13.6492	1.45E-10	1	HIC
7	ENSG00000166997	CNPY4	p30030	Haematocrit percentage	2.24E-14	13.6492	1.45E-10	1	HIC
6	ENSG00000124490	CRISP2	p30750	Glycated haemoglobin (HbA1c)	2.48E-14	13.6053	1.59E-10	1	HIC
17	ENSG00000141499	WRAP53	p30600	Albumin	3.14E-14	13.5027	1.99E-10	1	HIC
7	ENSG00000085514	PILRA	p30020	Haemoglobin concentration	4.66E-14	13.3312	2.92E-10	1	HIC
2	ENSG00000179921	GPBAR1	p30140	Neutrophill count	4.86E-14	13.3134	3.01E-10	1	HIC
7	ENSG00000176410	DNAJC30	p30870	Triglycerides	6.58E-14	13.1819	4.04E-10	1	HIC
7	ENSG00000121716	PILRB	p30020	Haemoglobin concentration	8.49E-14	13.0712	5.15E-10	1	HIC
17	ENSG00000132386	SERPINF1	p30600	Albumin	8.56E-14	13.0677	5.15E-10	1	HIC
17	ENSG00000132522	GPS2	p30600	Albumin	1.30E-13	12.8876	7.71E-10	1	HIC
17	ENSG00000129255	MPDU1	p30600	Albumin	1.53E-13	12.8142	9.04E-10	1	HIC
7	ENSG00000106290	TAF6	p30020	Haemoglobin concentration	2.91E-13	12.5363	1.68E-09	1	HIC
7	ENSG00000166997	CNPY4	p30020	Haemoglobin concentration	2.91E-13	12.5363	1.68E-09	1	HIC
17	ENSG00000129194	SOX15	p30600	Albumin	3.24E-13	12.4899	1.85E-09	1	HIC
17	ENSG00000174327	SLC16A13	p30600	Albumin	3.54E-13	12.4511	2.01E-09	1	HIC
1	ENSG00000117543	DPH5	p30120	Lymphocyte count	4.41E-13	12.3551	2.48E-09	1	HIC
6	ENSG00000124812	CRISP1	p30270	Mean sphered cell volume	4.83E-13	12.3162	2.69E-09	1	HIC
17	ENSG00000174326	SLC16A11	p30690	Cholesterol	5.67E-13	12.2467	3.13E-09	1	HIC
7	ENSG00000188186	LAMTOR4	p30030	Haematocrit percentage	7.14E-13	12.1464	3.90E-09	1	HIC
2	ENSG00000077044	DGKD	p30660	Direct bilirubin	1.03E-12	11.9881	5.57E-09	1	HIC
17	ENSG00000132507	EIF5A	p30690	Cholesterol	1.25E-12	11.9046	6.69E-09	1	HIC
1	ENSG00000162694	EXTL2	p30120	Lymphocyte count	1.35E-12	11.8711	7.10E-09	1	HIC
1	ENSG00000162695	SLC30A7	p30120	Lymphocyte count	1.35E-12	11.8711	7.10E-09	1	HIC
7	ENSG00000188186	LAMTOR4	p30020	Haemoglobin concentration	2.72E-12	11.5659	1.42E-08	1	HIC
20	ENSG00000124209	RAB22A	p30250	Reticulocyte count	2.75E-12	11.5603	1.43E-08	1	HIC
17	ENSG00000006047	YBX2	p30690	Cholesterol	3.06E-12	11.5139	1.56E-08	1	HIC
17	ENSG00000181856	SLC2A4	p30690	Cholesterol	3.06E-12	11.5139	1.56E-08	1	HIC
2	ENSG00000085978	ATG16L1	p30660	Direct bilirubin	4.00E-12	11.3978	2.02E-08	1	HIC
6	ENSG00000124490	CRISP2	p30260	Mean reticulocyte volume	4.45E-12	11.3512	2.23E-08	1	HIC
20	ENSG00000124209	RAB22A	p30240	Reticulocyte percentage	8.28E-12	11.0821	4.11E-08	1	HIC
6	ENSG00000096006	CRISP3	p30240	Reticulocyte percentage	9.25E-12	11.0337	4.56E-08	1	HIC
17	ENSG00000141505	ASGR1	p30690	Cholesterol	1.08E-11	10.9666	5.28E-08	1	HIC
7	ENSG00000188186	LAMTOR4	p30010	Red blood cell count	1.21E-11	10.9189	5.80E-08	1	HIC
2	ENSG00000179921	GPBAR1	p30000	White blood cell count	1.21E-11	10.9188	5.80E-08	1	HIC
20	ENSG00000124209	RAB22A	p30300	High light scatter reticulocyte count	1.36E-11	10.867	6.48E-08	1	HIC
7	ENSG00000085514	PILRA	p30030	Haematocrit percentage	1.53E-11	10.8147	7.25E-08	1	HIC
1	ENSG00000243284	VSIG8	p30710	C-reactive protein	1.56E-11	10.8081	7.31E-08	1	HIC
7	ENSG00000121716	PILRB	p30030	Haematocrit percentage	2.48E-11	10.6063	1.15E-07	1	HIC
3	ENSG00000175792	RUVBL1	p30130	Monocyte count	2.83E-11	10.5475	1.31E-07	1	HIC
2	ENSG00000115468	EFHD1	p30660	Direct bilirubin	2.93E-11	10.5337	1.34E-07	1	HIC
6	ENSG00000124812	CRISP1	p30240	Reticulocyte percentage	3.27E-11	10.4851	1.49E-07	1	HIC
12	ENSG00000135100	HNF1A	p30710	C-reactive protein	3.50E-11	10.4562	1.58E-07	1	HIC
1	ENSG00000158710	TAGLN2	p30710	C-reactive protein	3.58E-11	10.4456	1.61E-07	1	HIC
11	ENSG00000149591	TAGLN	p30070	Red blood cell distribution width	4.21E-11	10.376	1.87E-07	1	HIC
1	ENSG00000085552	IGSF9	p30710	C-reactive protein	4.48E-11	10.3491	1.98E-07	1	HIC
20	ENSG00000124209	RAB22A	p30290	High light scatter reticulocyte percentage	5.00E-11	10.3014	2.19E-07	1	HIC
6	ENSG00000112079	STK38	p30080	Platelet count	6.51E-11	10.1865	2.84E-07	1	HIC
6	ENSG00000124762	CDKN1A	p30080	Platelet count	6.63E-11	10.1782	2.87E-07	1	HIC
1	ENSG00000158716	DUSP23	p30710	C-reactive protein	7.88E-11	10.1037	3.37E-07	1	HIC
5	ENSG00000169194	IL13	p30210	Eosinophill percentage	7.90E-11	10.1021	3.37E-07	1	HIC
7	ENSG00000106366	SERPINE1	p30020	Haemoglobin concentration	1.05E-10	9.97849	4.45E-07	1	HIC
7	ENSG00000169871	TRIM56	p30020	Haemoglobin concentration	1.09E-10	9.96385	4.57E-07	1	HIC
7	ENSG00000106397	PLOD3	p30020	Haemoglobin concentration	1.12E-10	9.94977	4.66E-07	1	HIC
7	ENSG00000106400	ZNHIT1	p30020	Haemoglobin concentration	1.12E-10	9.94977	4.66E-07	1	HIC
1	ENSG00000117543	DPH5	p30180	Lymphocyte percentage	1.16E-10	9.9374	4.76E-07	1	HIC
6	ENSG00000096006	CRISP3	p30250	Reticulocyte count	1.29E-10	9.89087	5.26E-07	1	HIC
7	ENSG00000205277	MUC12	p30020	Haemoglobin concentration	1.46E-10	9.8356	5.93E-07	1	HIC
6	ENSG00000124812	CRISP1	p30250	Reticulocyte count	1.53E-10	9.81424	6.19E-07	1	HIC
6	ENSG00000112576	CCND3	p30270	Mean sphered cell volume	1.58E-10	9.8025	6.28E-07	1	HIC
6	ENSG00000137413	TAF8	p30270	Mean sphered cell volume	1.58E-10	9.8025	6.28E-07	1	HIC
20	ENSG00000124209	RAB22A	p30260	Mean reticulocyte volume	1.62E-10	9.79074	6.41E-07	1	HIC
11	ENSG00000149577	SIDT2	p30070	Red blood cell distribution width	1.96E-10	9.70827	7.69E-07	1	HIC
1	ENSG00000117298	ECE1	p30810	Phosphate	2.33E-10	9.63336	9.08E-07	1	HIC
11	ENSG00000149591	TAGLN	p30110	Platelet distribution width	2.36E-10	9.62662	9.11E-07	1	HIC
2	ENSG00000244474	UGT1A4	p30660	Direct bilirubin	2.36E-10	9.62653	9.11E-07	1	HIC
16	ENSG00000131143	COX4I1	p30000	White blood cell count	2.41E-10	9.6177	9.18E-07	1	HIC
16	ENSG00000131148	EMC8	p30000	White blood cell count	2.41E-10	9.6177	9.18E-07	1	HIC
6	ENSG00000164442	CITED2	p30280	Immature reticulocyte fraction	2.66E-10	9.57466	1.01E-06	1	HIC
17	ENSG00000174327	SLC16A13	p30690	Cholesterol	2.77E-10	9.5572	1.04E-06	1	HIC
16	ENSG00000140968	IRF8	p30000	White blood cell count	2.88E-10	9.5411	1.07E-06	1	HIC
2	ENSG00000127837	AAMP	p30140	Neutrophill count	2.93E-10	9.53282	1.09E-06	1	HIC
6	ENSG00000096006	CRISP3	p30750	Glycated haemoglobin (HbA1c)	3.94E-10	9.40462	1.45E-06	1	HIC
5	ENSG00000169194	IL13	p30150	Eosinophill count	4.00E-10	9.39825	1.47E-06	1	HIC
17	ENSG00000129194	SOX15	p30690	Cholesterol	4.04E-10	9.39372	1.47E-06	1	HIC
7	ENSG00000214309	MBLAC1	p30010	Red blood cell count	4.21E-10	9.37586	1.52E-06	1	HIC
7	ENSG00000213420	GPC2	p30010	Red blood cell count	4.51E-10	9.34563	1.61E-06	1	HIC
7	ENSG00000214309	MBLAC1	p30020	Haemoglobin concentration	4.51E-10	9.34538	1.61E-06	1	HIC
7	ENSG00000197093	GAL3ST4	p30010	Red blood cell count	4.53E-10	9.34421	1.61E-06	1	HIC
15	ENSG00000137845	ADAM10	p30630	Apolipoprotein A	4.93E-10	9.30735	1.74E-06	1	HIC
11	ENSG00000149591	TAGLN	p30640	Apolipoprotein B	5.54E-10	9.25651	1.95E-06	1	HIC
1	ENSG00000162694	EXTL2	p30180	Lymphocyte percentage	5.66E-10	9.24742	1.97E-06	1	HIC
1	ENSG00000162695	SLC30A7	p30180	Lymphocyte percentage	5.66E-10	9.24742	1.97E-06	1	HIC
7	ENSG00000166508	MCM7	p30010	Red blood cell count	5.79E-10	9.23717	1.98E-06	1	HIC
7	ENSG00000221838	AP4M1	p30010	Red blood cell count	5.79E-10	9.23717	1.98E-06	1	HIC
7	ENSG00000066923	STAG3	p30010	Red blood cell count	5.80E-10	9.23691	1.98E-06	1	HIC
11	ENSG00000149577	SIDT2	p30110	Platelet distribution width	5.99E-10	9.2225	2.04E-06	1	HIC
19	ENSG00000130159	ECSIT	p30640	Apolipoprotein B	6.46E-10	9.19003	2.18E-06	1	HIC
7	ENSG00000168090	COPS6	p30010	Red blood cell count	6.51E-10	9.18669	2.19E-06	1	HIC
7	ENSG00000085514	PILRA	p30010	Red blood cell count	6.75E-10	9.17084	2.25E-06	1	HIC
7	ENSG00000121716	PILRB	p30010	Red blood cell count	7.25E-10	9.13993	2.40E-06	1	HIC
7	ENSG00000213413	PVRIG	p30010	Red blood cell count	7.28E-10	9.13799	2.40E-06	1	HIC
7	ENSG00000166508	MCM7	p30020	Haemoglobin concentration	7.42E-10	9.1296	2.42E-06	1	HIC
7	ENSG00000221838	AP4M1	p30020	Haemoglobin concentration	7.42E-10	9.1296	2.42E-06	1	HIC
7	ENSG00000213420	GPC2	p30030	Haematocrit percentage	7.46E-10	9.12722	2.42E-06	1	HIC
7	ENSG00000197093	GAL3ST4	p30030	Haematocrit percentage	7.47E-10	9.1265	2.42E-06	1	HIC
11	ENSG00000168092	PAFAH1B2	p30070	Red blood cell distribution width	7.68E-10	9.11484	2.47E-06	1	HIC
3	ENSG00000180376	CCDC66	p30080	Platelet count	7.94E-10	9.09997	2.54E-06	1	HIC
17	ENSG00000129255	MPDU1	p30690	Cholesterol	8.22E-10	9.08537	2.61E-06	1	HIC
7	ENSG00000066923	STAG3	p30030	Haematocrit percentage	8.38E-10	9.07672	2.65E-06	1	HIC
7	ENSG00000197093	GAL3ST4	p30020	Haemoglobin concentration	8.85E-10	9.05308	2.78E-06	1	HIC
7	ENSG00000213420	GPC2	p30020	Haemoglobin concentration	8.88E-10	9.05163	2.78E-06	1	HIC
7	ENSG00000213413	PVRIG	p30020	Haemoglobin concentration	8.97E-10	9.04697	2.78E-06	1	HIC
7	ENSG00000166508	MCM7	p30030	Haematocrit percentage	9.03E-10	9.04444	2.78E-06	1	HIC
7	ENSG00000221838	AP4M1	p30030	Haematocrit percentage	9.03E-10	9.04444	2.78E-06	1	HIC
7	ENSG00000066923	STAG3	p30020	Haemoglobin concentration	9.27E-10	9.03288	2.83E-06	1	HIC
7	ENSG00000214309	MBLAC1	p30030	Haematocrit percentage	9.28E-10	9.03231	2.83E-06	1	HIC
7	ENSG00000168090	COPS6	p30030	Haematocrit percentage	9.48E-10	9.0234	2.88E-06	1	HIC
7	ENSG00000213413	PVRIG	p30030	Haematocrit percentage	9.62E-10	9.01703	2.90E-06	1	HIC
7	ENSG00000168090	COPS6	p30020	Haemoglobin concentration	9.64E-10	9.01603	2.90E-06	1	HIC
11	ENSG00000186318	BACE1	p30110	Platelet distribution width	1.07E-09	8.97199	3.19E-06	0	HIC
7	ENSG00000087077	TRIP6	p30010	Red blood cell count	1.24E-09	8.90765	3.66E-06	0	HIC
7	ENSG00000087087	SRRT	p30010	Red blood cell count	1.24E-09	8.90765	3.66E-06	0	HIC
11	ENSG00000110274	CEP164	p30110	Platelet distribution width	1.41E-09	8.85056	4.16E-06	0	HIC
6	ENSG00000124812	CRISP1	p30750	Glycated haemoglobin (HbA1c)	1.45E-09	8.83886	4.25E-06	0	HIC
6	ENSG00000112576	CCND3	p30260	Mean reticulocyte volume	1.74E-09	8.75923	5.06E-06	0	HIC
6	ENSG00000137413	TAF8	p30260	Mean reticulocyte volume	1.74E-09	8.75923	5.06E-06	0	HIC
1	ENSG00000158714	SLAMF8	p30710	C-reactive protein	1.80E-09	8.74526	5.20E-06	0	HIC
6	ENSG00000124490	CRISP2	p30290	High light scatter reticulocyte percentage	1.86E-09	8.73054	5.35E-06	0	HIC
7	ENSG00000160862	AZGP1	p30020	Haemoglobin concentration	1.87E-09	8.72747	5.36E-06	0	HIC
17	ENSG00000132589	FLOT2	p30070	Red blood cell distribution width	2.38E-09	8.62318	6.79E-06	0	HIC
7	ENSG00000146833	TRIM4	p30020	Haemoglobin concentration	2.50E-09	8.60152	7.10E-06	0	HIC
6	ENSG00000112081	SRSF3	p30080	Platelet count	2.60E-09	8.58483	7.34E-06	0	HIC
10	ENSG00000171988	JMJD1C	p30080	Platelet count	2.99E-09	8.52457	8.40E-06	0	HIC
1	ENSG00000181036	FCRL6	p30710	C-reactive protein	3.09E-09	8.50965	8.65E-06	0	HIC
17	ENSG00000141510	TP53	p30690	Cholesterol	3.11E-09	8.5075	8.65E-06	0	HIC
7	ENSG00000087077	TRIP6	p30030	Haematocrit percentage	3.37E-09	8.47177	9.31E-06	0	HIC
7	ENSG00000087087	SRRT	p30030	Haematocrit percentage	3.37E-09	8.47177	9.31E-06	0	HIC
17	ENSG00000013306	SLC25A39	p30260	Mean reticulocyte volume	3.40E-09	8.46802	9.35E-06	0	HIC
4	ENSG00000170871	KIAA0232	p30140	Neutrophill count	3.86E-09	8.41363	1.05E-05	0	HIC
4	ENSG00000179010	MRFAP1	p30140	Neutrophill count	4.34E-09	8.36219	1.18E-05	0	HIC
7	ENSG00000106261	ZKSCAN1	p30020	Haemoglobin concentration	4.42E-09	8.35424	1.20E-05	0	HIC
7	ENSG00000146833	TRIM4	p30030	Haematocrit percentage	4.67E-09	8.33055	1.26E-05	0	HIC
6	ENSG00000096006	CRISP3	p30260	Mean reticulocyte volume	4.71E-09	8.32713	1.26E-05	0	HIC
20	ENSG00000124209	RAB22A	p30070	Red blood cell distribution width	5.07E-09	8.29489	1.36E-05	0	HIC
1	ENSG00000132693	CRP	p30710	C-reactive protein	5.78E-09	8.23827	1.54E-05	0	HIC
7	ENSG00000160862	AZGP1	p30030	Haematocrit percentage	5.98E-09	8.22357	1.58E-05	0	HIC
6	ENSG00000124490	CRISP2	p30300	High light scatter reticulocyte count	6.00E-09	8.22189	1.58E-05	0	HIC
11	ENSG00000168092	PAFAH1B2	p30110	Platelet distribution width	6.04E-09	8.21887	1.59E-05	0	HIC
11	ENSG00000160584	SIK3	p30070	Red blood cell distribution width	6.25E-09	8.20383	1.64E-05	0	HIC
7	ENSG00000146833	TRIM4	p30010	Red blood cell count	6.86E-09	8.16385	1.79E-05	0	HIC
7	ENSG00000106261	ZKSCAN1	p30030	Haematocrit percentage	7.62E-09	8.11799	1.98E-05	0	HIC
17	ENSG00000132522	GPS2	p30690	Cholesterol	7.69E-09	8.11399	1.99E-05	0	HIC
7	ENSG00000106261	ZKSCAN1	p30010	Red blood cell count	1.02E-08	7.99249	2.61E-05	0	HIC
11	ENSG00000162302	RPS6KA4	p30280	Immature reticulocyte fraction	1.32E-08	7.87978	3.37E-05	0	HIC
11	ENSG00000149577	SIDT2	p30640	Apolipoprotein B	1.32E-08	7.87852	3.37E-05	0	HIC
19	ENSG00000104960	PTOV1	p30600	Albumin	1.35E-08	7.86812	3.44E-05	0	HIC
19	ENSG00000039650	PNKP	p30600	Albumin	1.44E-08	7.84056	3.65E-05	0	HIC
11	ENSG00000168092	PAFAH1B2	p30640	Apolipoprotein B	1.46E-08	7.83617	3.67E-05	0	HIC
10	ENSG00000165476	REEP3	p30080	Platelet count	1.47E-08	7.83208	3.69E-05	0	HIC
17	ENSG00000213859	KCTD11	p30690	Cholesterol	1.50E-08	7.82405	3.73E-05	0	HIC
17	ENSG00000072818	ACAP1	p30690	Cholesterol	1.50E-08	7.82402	3.73E-05	0	HIC
2	ENSG00000170035	UBE2E3	p30130	Monocyte count	1.56E-08	7.80728	3.86E-05	0	HIC
19	ENSG00000126453	BCL2L12	p30600	Albumin	1.68E-08	7.77525	4.12E-05	0	HIC
19	ENSG00000126456	IRF3	p30600	Albumin	1.68E-08	7.77525	4.12E-05	0	HIC
19	ENSG00000126457	PRMT1	p30600	Albumin	1.71E-08	7.76768	4.17E-05	0	HIC
11	ENSG00000186318	BACE1	p30640	Apolipoprotein B	1.79E-08	7.74706	4.36E-05	0	HIC
7	ENSG00000106366	SERPINE1	p30030	Haematocrit percentage	2.18E-08	7.6618	5.28E-05	0	HIC
6	ENSG00000170950	PGK2	p30270	Mean sphered cell volume	2.45E-08	7.61123	5.91E-05	0	HIC
7	ENSG00000169871	TRIM56	p30030	Haematocrit percentage	2.52E-08	7.59911	6.05E-05	0	HIC
11	ENSG00000110274	CEP164	p30640	Apolipoprotein B	2.60E-08	7.58452	6.24E-05	0	HIC
1	ENSG00000179639	FCER1A	p30710	C-reactive protein	2.75E-08	7.56112	6.56E-05	0	HIC
7	ENSG00000106397	PLOD3	p30030	Haematocrit percentage	2.78E-08	7.55583	6.58E-05	0	HIC
