CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
8	ENSG00000153310	CYRIB	p30190	Monocyte percentage	3.93E-10	9.40611	4.11E-06	1	CONTROL
11	ENSG00000110245	APOC3	p30870	Triglycerides	5.25E-10	9.27966	5.42E-06	1	CONTROL
2	ENSG00000075884	ARHGAP15	p30180	Lymphocyte percentage	6.35E-10	9.19746	6.45E-06	1	CONTROL
2	ENSG00000075884	ARHGAP15	p30000	White blood cell count	7.87E-10	9.10395	7.87E-06	1	CONTROL
16	ENSG00000102900	NUP93	p30760	HDL Cholesterol	8.92E-10	9.04969	8.79E-06	1	CONTROL
16	ENSG00000006210	CX3CL1	p30630	Apolipoprotein A	2.04E-09	8.68948	1.98E-05	0	CONTROL
20	ENSG00000196074	SYCP2	p30110	Platelet distribution width	2.07E-09	8.6835	1.98E-05	0	CONTROL
16	ENSG00000140853	NLRC5	p30760	HDL Cholesterol	2.59E-09	8.58713	2.44E-05	0	CONTROL
16	ENSG00000065054	SLC9A3R2	p30770	IGF-1	2.91E-09	8.53573	2.71E-05	0	CONTROL
20	ENSG00000101158	NELFCD	p30110	Platelet distribution width	3.27E-09	8.48569	2.97E-05	0	CONTROL
12	ENSG00000135114	OASL	p30080	Platelet count	3.28E-09	8.4842	2.97E-05	0	CONTROL
7	ENSG00000106261	ZKSCAN1	p30250	Reticulocyte count	4.96E-09	8.30463	4.42E-05	0	CONTROL
11	ENSG00000167286	CD3D	p30870	Triglycerides	6.17E-09	8.2098	5.43E-05	0	CONTROL
16	ENSG00000102978	POLR2C	p30760	HDL Cholesterol	6.57E-09	8.18226	5.71E-05	0	CONTROL
11	ENSG00000118058	KMT2A	p30870	Triglycerides	6.94E-09	8.15879	5.95E-05	0	CONTROL
7	ENSG00000087085	ACHE	p30250	Reticulocyte count	7.76E-09	8.11039	6.56E-05	0	CONTROL
11	ENSG00000186318	BACE1	p30870	Triglycerides	8.58E-09	8.06643	7.17E-05	0	CONTROL
7	ENSG00000106351	AGFG2	p30030	Haematocrit percentage	8.83E-09	8.05385	7.29E-05	0	CONTROL
7	ENSG00000166924	NYAP1	p30250	Reticulocyte count	1.35E-08	7.87107	0.0001096888794	0	CONTROL
11	ENSG00000168092	PAFAH1B2	p30870	Triglycerides	1.36E-08	7.86508	0.0001098559961	0	CONTROL
11	ENSG00000137747	TMPRSS13	p30870	Triglycerides	1.46E-08	7.83572	0.000116123342	0	CONTROL
2	ENSG00000168918	INPP5D	p30660	Direct bilirubin	2.02E-08	7.69416	0.000158956515	0	CONTROL
16	ENSG00000179776	CDH5	p30760	HDL Cholesterol	2.46E-08	7.60972	0.0001908001417	0	CONTROL
7	ENSG00000106351	AGFG2	p30070	Red blood cell distribution width	3.03E-08	7.51895	0.000232417683	0	CONTROL
7	ENSG00000077080	ACTL6B	p30250	Reticulocyte count	3.12E-08	7.50585	0.0002367818263	0	CONTROL
7	ENSG00000166925	TSC22D4	p30030	Haematocrit percentage	3.49E-08	7.45725	0.0002618092258	0	CONTROL
11	ENSG00000110244	APOA4	p30870	Triglycerides	3.63E-08	7.44019	0.0002692387787	0	CONTROL
11	ENSG00000110324	IL10RA	p30870	Triglycerides	4.84E-08	7.31482	0.0003553490094	0	CONTROL
6	ENSG00000112576	CCND3	p30270	Mean sphered cell volume	5.10E-08	7.29271	0.0003697994205	0	CONTROL
9	ENSG00000187713	TMEM203	p30700	Creatinine	7.54E-08	7.12249	0.0005315282915	0	CONTROL
9	ENSG00000188566	NDOR1	p30700	Creatinine	7.54E-08	7.12249	0.0005315282915	0	CONTROL
6	ENSG00000124496	TRERF1	p30270	Mean sphered cell volume	7.59E-08	7.11959	0.0005315282915	0	CONTROL
11	ENSG00000095139	ARCN1	p30870	Triglycerides	7.73E-08	7.11192	0.0005315282915	0	CONTROL
11	ENSG00000118096	IFT46	p30870	Triglycerides	7.73E-08	7.11192	0.0005315282915	0	CONTROL
12	ENSG00000135114	OASL	p30110	Platelet distribution width	9.00E-08	7.04598	0.0006123022909	0	CONTROL
16	ENSG00000205923	CEMP1	p30770	IGF-1	9.58E-08	7.01861	0.000645478146	0	CONTROL
12	ENSG00000139537	CCDC65	p30110	Platelet distribution width	1.01E-07	6.99709	0.0006714171404	0	CONTROL
9	ENSG00000148154	UGCG	p30130	Monocyte count	1.06E-07	6.97612	0.0006975857792	0	CONTROL
12	ENSG00000125084	WNT1	p30110	Platelet distribution width	1.11E-07	6.9532	0.000728108741	0	CONTROL
2	ENSG00000075884	ARHGAP15	p30130	Monocyte count	1.19E-07	6.92605	0.0007674806715	0	CONTROL
12	ENSG00000089022	MAPKAPK5	p30090	Platelet crit	1.31E-07	6.88269	0.0008398280849	0	CONTROL
7	ENSG00000106261	ZKSCAN1	p30300	High light scatter reticulocyte count	1.61E-07	6.79305	0.001022431637	0	CONTROL
2	ENSG00000075884	ARHGAP15	p30200	Neutrophill percentage	1.63E-07	6.78751	0.001025695191	0	CONTROL
20	ENSG00000196227	FAM217B	p30110	Platelet distribution width	1.98E-07	6.70244	0.00123586705	0	CONTROL
7	ENSG00000087085	ACHE	p30300	High light scatter reticulocyte count	2.32E-07	6.63486	0.001430453817	0	CONTROL
7	ENSG00000106327	TFR2	p30030	Haematocrit percentage	2.43E-07	6.6138	0.001487626353	0	CONTROL
16	ENSG00000140854	KATNB1	p30760	HDL Cholesterol	3.10E-07	6.50862	0.0018778942	0	CONTROL
9	ENSG00000198121	LPAR1	p30130	Monocyte count	3.40E-07	6.46845	0.002041150057	0	CONTROL
7	ENSG00000106261	ZKSCAN1	p30070	Red blood cell distribution width	3.62E-07	6.44107	0.002154391564	0	CONTROL
7	ENSG00000106400	ZNHIT1	p30030	Haematocrit percentage	3.78E-07	6.42224	0.002229767576	0	CONTROL
12	ENSG00000111300	NAA25	p30090	Platelet crit	3.89E-07	6.40987	0.002273888552	0	CONTROL
12	ENSG00000135148	TRAFD1	p30090	Platelet crit	4.45E-07	6.3513	0.002579364791	0	CONTROL
7	ENSG00000166924	NYAP1	p30300	High light scatter reticulocyte count	4.68E-07	6.3301	0.002684848462	0	CONTROL
7	ENSG00000106397	PLOD3	p30070	Red blood cell distribution width	4.86E-07	6.31297	0.002768787524	0	CONTROL
6	ENSG00000096264	NCR2	p30270	Mean sphered cell volume	5.06E-07	6.29611	0.002853788325	0	CONTROL
9	ENSG00000187713	TMEM203	p30720	Cystatin C	5.17E-07	6.28675	0.002860529116	0	CONTROL
9	ENSG00000188566	NDOR1	p30720	Cystatin C	5.17E-07	6.28675	0.002860529116	0	CONTROL
2	ENSG00000115232	ITGA4	p30130	Monocyte count	5.20E-07	6.28409	0.002860529116	0	CONTROL
12	ENSG00000089022	MAPKAPK5	p30080	Platelet count	5.34E-07	6.27238	0.002912007621	0	CONTROL
5	ENSG00000081189	MEF2C	p30080	Platelet count	5.39E-07	6.26863	0.002912007621	0	CONTROL
11	ENSG00000149575	SCN2B	p30870	Triglycerides	5.42E-07	6.26562	0.002912007621	0	CONTROL
7	ENSG00000166925	TSC22D4	p30070	Red blood cell distribution width	5.52E-07	6.25839	0.002937013437	0	CONTROL
12	ENSG00000167548	KMT2D	p30110	Platelet distribution width	6.01E-07	6.22083	0.003176710259	0	CONTROL
7	ENSG00000106366	SERPINE1	p30250	Reticulocyte count	6.16E-07	6.21035	0.003228472366	0	CONTROL
11	ENSG00000137731	FXYD2	p30870	Triglycerides	6.70E-07	6.17419	0.003481159303	0	CONTROL
11	ENSG00000110243	APOA5	p30870	Triglycerides	7.42E-07	6.12983	0.003807920811	0	CONTROL
16	ENSG00000179776	CDH5	p30630	Apolipoprotein A	7.44E-07	6.12844	0.003807920811	0	CONTROL
16	ENSG00000083799	CYLD	p30710	C-reactive protein	7.60E-07	6.11934	0.003858640038	0	CONTROL
7	ENSG00000168090	COPS6	p30250	Reticulocyte count	7.66E-07	6.11595	0.003859191441	0	CONTROL
7	ENSG00000106397	PLOD3	p30030	Haematocrit percentage	7.96E-07	6.09925	0.003953629583	0	CONTROL
20	ENSG00000124164	VAPB	p30110	Platelet distribution width	7.96E-07	6.09887	0.003953629583	0	CONTROL
9	ENSG00000054148	PHPT1	p30700	Creatinine	8.40E-07	6.07587	0.004137545858	0	CONTROL
10	ENSG00000187783	TMEM72	p30070	Red blood cell distribution width	8.98E-07	6.04659	0.004393330244	0	CONTROL
12	ENSG00000169884	WNT10B	p30110	Platelet distribution width	9.59E-07	6.01839	0.004653596351	0	CONTROL
6	ENSG00000156564	LRFN2	p30270	Mean sphered cell volume	9.70E-07	6.01309	0.004676350464	0	CONTROL
6	ENSG00000137413	TAF8	p30270	Mean sphered cell volume	1.01E-06	5.99693	0.004818463041	0	CONTROL
11	ENSG00000177098	SCN4B	p30870	Triglycerides	1.12E-06	5.95218	0.005293946925	0	CONTROL
7	ENSG00000213420	GPC2	p30250	Reticulocyte count	1.12E-06	5.94981	0.005293946925	0	CONTROL
7	ENSG00000106400	ZNHIT1	p30070	Red blood cell distribution width	1.21E-06	5.91797	0.00565624882	0	CONTROL
11	ENSG00000137656	BUD13	p30870	Triglycerides	1.24E-06	5.90741	0.005754654762	0	CONTROL
1	ENSG00000162419	GMEB1	p30260	Mean reticulocyte volume	1.28E-06	5.89353	0.005899994151	0	CONTROL
7	ENSG00000077080	ACTL6B	p30300	High light scatter reticulocyte count	1.40E-06	5.85367	0.006395869831	0	CONTROL
7	ENSG00000066923	STAG3	p30250	Reticulocyte count	1.40E-06	5.85245	0.006395869831	0	CONTROL
16	ENSG00000159579	RSPRY1	p30760	HDL Cholesterol	1.42E-06	5.84908	0.006401544412	0	CONTROL
7	ENSG00000213413	PVRIG	p30250	Reticulocyte count	1.55E-06	5.80865	0.00697831041	0	CONTROL
22	ENSG00000100038	TOP3B	p30180	Lymphocyte percentage	1.71E-06	5.76795	0.007612124858	0	CONTROL
12	ENSG00000033030	ZCCHC8	p30080	Platelet count	1.73E-06	5.76228	0.007660398282	0	CONTROL
7	ENSG00000085514	PILRA	p30250	Reticulocyte count	1.92E-06	5.71669	0.008451549891	0	CONTROL
12	ENSG00000123352	SPATS2	p30110	Platelet distribution width	1.95E-06	5.71003	0.008525319646	0	CONTROL
9	ENSG00000198121	LPAR1	p30190	Monocyte percentage	1.98E-06	5.70263	0.008614776817	0	CONTROL
12	ENSG00000033030	ZCCHC8	p30110	Platelet distribution width	2.08E-06	5.68266	0.008961200363	0	CONTROL
2	ENSG00000185304	RGPD2	p30760	HDL Cholesterol	2.32E-06	5.63523	0.009921858298	0	CONTROL
11	ENSG00000177103	DSCAML1	p30870	Triglycerides	2.34E-06	5.63042	0.009921858298	0	CONTROL
12	ENSG00000135148	TRAFD1	p30080	Platelet count	2.34E-06	5.63	0.009921858298	0	CONTROL
12	ENSG00000089248	ERP29	p30150	Eosinophill count	2.37E-06	5.62476	0.009978332378	0	CONTROL
10	ENSG00000181915	ADO	p30080	Platelet count	2.43E-06	5.61524	0.01013492482	0	CONTROL
16	ENSG00000102900	NUP93	p30630	Apolipoprotein A	2.68E-06	5.57163	0.011135007	0	CONTROL
16	ENSG00000102934	PLLP	p30760	HDL Cholesterol	2.72E-06	5.56592	0.01118180058	0	CONTROL
12	ENSG00000139718	SETD1B	p30080	Platelet count	2.73E-06	5.56438	0.01118180058	0	CONTROL
7	ENSG00000087085	ACHE	p30070	Red blood cell distribution width	2.83E-06	5.54841	0.01152902561	0	CONTROL
12	ENSG00000177981	ASB8	p30110	Platelet distribution width	2.86E-06	5.54436	0.01156564917	0	CONTROL
6	ENSG00000112578	BYSL	p30270	Mean sphered cell volume	2.89E-06	5.53925	0.01163117983	0	CONTROL
7	ENSG00000166924	NYAP1	p30070	Red blood cell distribution width	3.08E-06	5.51167	0.01231866583	0	CONTROL
6	ENSG00000124657	OR2B6	p30000	White blood cell count	3.19E-06	5.49627	0.0126148226	0	CONTROL
16	ENSG00000125148	MT2A	p30760	HDL Cholesterol	3.19E-06	5.49612	0.0126148226	0	CONTROL
9	ENSG00000054148	PHPT1	p30720	Cystatin C	3.31E-06	5.48041	0.01300164599	0	CONTROL
7	ENSG00000168090	COPS6	p30300	High light scatter reticulocyte count	3.53E-06	5.45281	0.01377275792	0	CONTROL
11	ENSG00000110274	CEP164	p30870	Triglycerides	3.60E-06	5.44413	0.01389861447	0	CONTROL
9	ENSG00000239590	OR1J4	p30770	IGF-1	3.60E-06	5.44375	0.01389861447	0	CONTROL
12	ENSG00000198270	TMEM116	p30150	Eosinophill count	3.69E-06	5.43293	0.01416638928	0	CONTROL
20	ENSG00000124203	ZNF831	p30110	Platelet distribution width	3.79E-06	5.42152	0.0144594414	0	CONTROL
17	ENSG00000131747	TOP2A	p30140	Neutrophill count	4.00E-06	5.39765	0.01515182518	0	CONTROL
12	ENSG00000089009	RPL6	p30090	Platelet crit	4.02E-06	5.39542	0.01515182518	0	CONTROL
7	ENSG00000127946	HIP1	p30210	Eosinophill percentage	4.04E-06	5.39374	0.01515182518	0	CONTROL
6	ENSG00000188056	TREML4	p30270	Mean sphered cell volume	4.11E-06	5.38588	0.01534137735	0	CONTROL
2	ENSG00000075884	ARHGAP15	p30080	Platelet count	4.31E-06	5.36591	0.01597304136	0	CONTROL
7	ENSG00000106366	SERPINE1	p30300	High light scatter reticulocyte count	4.48E-06	5.34851	0.01644959135	0	CONTROL
17	ENSG00000141753	IGFBP4	p30180	Lymphocyte percentage	4.48E-06	5.34829	0.01644959135	0	CONTROL
6	ENSG00000198315	ZKSCAN8	p30120	Lymphocyte count	4.60E-06	5.33764	0.01676482575	0	CONTROL
6	ENSG00000112033	PPARD	p30070	Red blood cell distribution width	4.63E-06	5.3347	0.01678596181	0	CONTROL
12	ENSG00000139725	RHOF	p30080	Platelet count	4.77E-06	5.32159	0.01720586571	0	CONTROL
7	ENSG00000106327	TFR2	p30070	Red blood cell distribution width	4.93E-06	5.30758	0.01767338733	0	CONTROL
12	ENSG00000135451	TROAP	p30110	Platelet distribution width	5.04E-06	5.29743	0.01799351003	0	CONTROL
16	ENSG00000140853	NLRC5	p30630	Apolipoprotein A	5.23E-06	5.28189	0.01854875113	0	CONTROL
1	ENSG00000130766	SESN2	p30260	Mean reticulocyte volume	5.35E-06	5.27146	0.01889800728	0	CONTROL
12	ENSG00000111300	NAA25	p30080	Platelet count	5.45E-06	5.26394	0.01912580702	0	CONTROL
6	ENSG00000048544	MRPS10	p30270	Mean sphered cell volume	5.94E-06	5.22616	0.02075371337	0	CONTROL
22	ENSG00000100038	TOP3B	p30200	Neutrophill percentage	6.40E-06	5.19375	0.02224405794	0	CONTROL
16	ENSG00000132600	PRMT7	p30760	HDL Cholesterol	6.55E-06	5.18394	0.0226331109	0	CONTROL
17	ENSG00000185722	ANKFY1	p30110	Platelet distribution width	6.79E-06	5.16782	0.02336664658	0	CONTROL
3	ENSG00000163645	ERICH6	p30620	Alanine aminotransferase	7.02E-06	5.15341	0.02402980849	0	CONTROL
16	ENSG00000087250	MT3	p30760	HDL Cholesterol	7.06E-06	5.15103	0.02403731134	0	CONTROL
17	ENSG00000108344	PSMD3	p30180	Lymphocyte percentage	7.32E-06	5.13533	0.02479436597	0	CONTROL
6	ENSG00000164663	USP49	p30270	Mean sphered cell volume	7.64E-06	5.11674	0.02574669849	0	CONTROL
1	ENSG00000253304	TMEM200B	p30260	Mean reticulocyte volume	8.04E-06	5.09451	0.02696133499	0	CONTROL
6	ENSG00000112561	TFEB	p30270	Mean sphered cell volume	8.10E-06	5.09172	0.02698896618	0	CONTROL
16	ENSG00000159792	PSKH1	p30760	HDL Cholesterol	8.23E-06	5.08449	0.02698896618	0	CONTROL
6	ENSG00000198315	ZKSCAN8	p30020	Haemoglobin concentration	8.23E-06	5.08436	0.02698896618	0	CONTROL
12	ENSG00000139644	TMBIM6	p30110	Platelet distribution width	8.24E-06	5.08431	0.02698896618	0	CONTROL
7	ENSG00000127946	HIP1	p30150	Eosinophill count	8.26E-06	5.08318	0.02698896618	0	CONTROL
7	ENSG00000077080	ACTL6B	p30070	Red blood cell distribution width	8.78E-06	5.05627	0.0285727197	0	CONTROL
15	ENSG00000128989	ARPP19	p30710	C-reactive protein	9.71E-06	5.01262	0.03143890788	0	CONTROL
6	ENSG00000096395	MLN	p30000	White blood cell count	9.89E-06	5.00484	0.03185105027	0	CONTROL
8	ENSG00000160972	PPP1R16A	p30620	Alanine aminotransferase	1.04E-05	4.98402	0.03325296676	0	CONTROL
2	ENSG00000185304	RGPD2	p30690	Cholesterol	1.12E-05	4.95143	0.03567116334	0	CONTROL
19	ENSG00000172000	ZNF556	p30030	Haematocrit percentage	1.14E-05	4.94336	0.03616548417	0	CONTROL
16	ENSG00000125170	DOK4	p30760	HDL Cholesterol	1.17E-05	4.93361	0.03667795922	0	CONTROL
9	ENSG00000148153	INIP	p30130	Monocyte count	1.17E-05	4.93264	0.03667795922	0	CONTROL
17	ENSG00000141753	IGFBP4	p30140	Neutrophill count	1.17E-05	4.93103	0.03667795922	0	CONTROL
6	ENSG00000198315	ZKSCAN8	p30000	White blood cell count	1.19E-05	4.92624	0.03690980559	0	CONTROL
9	ENSG00000148154	UGCG	p30190	Monocyte percentage	1.23E-05	4.91054	0.03808886357	0	CONTROL
12	ENSG00000198270	TMEM116	p30810	Phosphate	1.24E-05	4.90503	0.03839492692	0	CONTROL
10	ENSG00000148572	NRBF2	p30080	Platelet count	1.29E-05	4.88806	0.03973920354	0	CONTROL
15	ENSG00000067369	TP53BP1	p30810	Phosphate	1.38E-05	4.8609	0.04210792759	0	CONTROL
16	ENSG00000124067	SLC12A4	p30760	HDL Cholesterol	1.43E-05	4.84547	0.04342980554	0	CONTROL
6	ENSG00000137288	UQCC2	p30080	Platelet count	1.46E-05	4.83542	0.04424264929	0	CONTROL
7	ENSG00000213420	GPC2	p30300	High light scatter reticulocyte count	1.51E-05	4.82106	0.04544069214	0	CONTROL
3	ENSG00000172046	USP19	p30290	High light scatter reticulocyte percentage	1.51E-05	4.81985	0.04544069214	0	CONTROL
22	ENSG00000099904	ZDHHC8	p30110	Platelet distribution width	1.53E-05	4.81538	0.04549457374	0	CONTROL
12	ENSG00000111252	SH2B3	p30090	Platelet crit	1.54E-05	4.81286	0.04549457374	0	CONTROL
1	ENSG00000198492	YTHDF2	p30260	Mean reticulocyte volume	1.54E-05	4.81152	0.04549457374	0	CONTROL
6	ENSG00000124613	ZNF391	p30300	High light scatter reticulocyte count	1.54E-05	4.81151	0.04549457374	0	CONTROL
10	ENSG00000171988	JMJD1C	p30080	Platelet count	1.57E-05	4.80332	0.04615461158	0	CONTROL
4	ENSG00000145414	NAF1	p30150	Eosinophill count	1.59E-05	4.79808	0.04650816231	0	CONTROL
16	ENSG00000102978	POLR2C	p30630	Apolipoprotein A	1.65E-05	4.78359	0.04787422553	0	CONTROL
2	ENSG00000185304	RGPD2	p30600	Albumin	1.70E-05	4.76957	0.04922806571	0	CONTROL
